index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,runtime_omdb_min,imdbVotes_clean,imdbRating_clean
416,tm86995,Christmas with the Kranks,MOVIE,"When their only daughter Blair leaves the family nest, Luther and Nora Krank decide to book an island cruise to beat the yuletide blues and just skip the holidays. But their decision to boycott tradition has the whole neighborhood in an uproar, and when Blair call son Christmas Eve to announce a surprise visit with her new fiancÃ©e, the Kranks have just twelve hours to perform a miracle and pull themselves and their neighbors together to throw the best celebration ever!",2004,PG,99,tt0388419,5.4,49090.0,Christmas with the Kranks,2004,PG,24 Nov 2004,99 min,"Comedy, Family",Joe Roth,"John Grisham, Chris Columbus","Tim Allen, Jamie Lee Curtis, Dan Aykroyd","With their daughter Blair away in Peru, Luther and Nora Krank decide to skip Christmas altogether until she decides to come home, causing an uproar when they must celebrate it at the last minute.","English, Spanish",United States,3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTQxMDMxODEwNF5BMl5BanBnXkFtZTYwNzM4OTc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22.0,5.5,"62,234",tt0388419,movie,,"$73,780,539",,,99.0,62234.0,5.5
423,tm36475,Kabhi Khushi Kabhie Gham,MOVIE,"Rahul, the adoptive son of business magnate Yash Raichand, feels eternal gratitude to his father for rescuing him from a life of poverty. Yet, when Yash forbids his love of poor Anjali, Rahul marries her and moves to London with new wife and sister-in-law, breaking the heart of his mother. Ten years later, Rahul's younger brother comes to London intent on brokering peace between father and son.",2001,G,210,tt0248126,7.4,48818.0,Kabhi Khushi Kabhie Gham...,2001,Not Rated,14 Dec 2001,210 min,"Drama, Musical, Romance",Karan Johar,"Karan Johar, Sheena Parikh","Shah Rukh Khan, Kajol, Amitabh Bachchan","After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family.","Hindi, English, Punjabi, Urdu","India, United Kingdom",27 wins & 47 nominations,https://m.media-amazon.com/images/M/MV5BN2MyZGVhNmMtY2JkNy00ZmIzLTkwOGItY2NiM2MyOGMxODkzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",,7.4,"58,366",tt0248126,movie,,"$2,902,000",,,210.0,58366.0,7.4
424,tm80059,Naruto Shippuden the Movie,MOVIE,"Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",2007,PG-13,94,tt0988982,6.7,4016.0,Naruto Shippûden: The Movie,2007,Not Rated,10 Nov 2009,94 min,"Animation, Action, Adventure",Hajime Kamegaki,"Masashi Kishimoto, Junki Takegami","Junko Takeuchi, Chie Nakamura, Yôichi Masukawa","A powerful spirit that once threatened to destroy the world is back! Naruto's mission is to protect a priestess named Shion, who is the only one with the power to seal away the monster.",Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BMjNiOWU3ODQtNDE4Zi00M2FlLWFjMjYtZDA0NGZiZTc3Yjc2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",,6.7,"5,447",tt0988982,movie,,,,,94.0,5447.0,6.7
425,tm22636,Trailer Park Boys: The Movie,MOVIE,"Set in a separate storyline not related to the ""Trailer Park Boys"" Television show, but with the same lovable characters. The boys get arrested for robbing an ATM machine and spend 18 months in jail. When the get out, they decide to pull off ""The Big Dirty"" which is to steal a large amount of coins because they are untraceable and quit their life of crime forever",2006,R,95,tt0425601,7.1,12831.0,Trailer Park Boys: The Movie,2006,R,06 Oct 2006,95 min,"Comedy, Crime",Mike Clattenburg,"Mike Clattenburg, Robb Wells","Robb Wells, John Paul Tremblay, Mike Smith","Ricky, Julian, and Bubbles come up with a scheme to steal large amounts of untraceable coins.",English,"Canada, United States",3 nominations total,https://m.media-amazon.com/images/M/MV5BMTY5Mzg4MDM1M15BMl5BanBnXkFtZTcwNTk4MzkzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38.0,7.1,"14,002",tt0425601,movie,04 Feb 2014,"$3,860,678",,,95.0,14002.0,7.1
426,tm30289,Jeff Dunham: Arguing with Myself,MOVIE,"A recorded live performance of ventriloquist Jeff Dunham portrays a comedian whose revival of an old-fashioned art has made ventriloquism more relevant to modern societal concerns. Starring his six main characters, from Bubba Jay, a Nascar-obsessed hick, to Peanut, a flamboyant gay monkey, Dunhamâ€™s puppets have dirty but inoffensive senses of humor that mock the American Dream.",2006,PG-13,76,tt0806102,8.0,3984.0,Jeff Dunham: Arguing with Myself,2006,Not Rated,11 Apr 2006,76 min,Comedy,Manny Rodriguez,Jeff Dunham,Jeff Dunham,"Jeff and his characters Walter, Peanut, José Jalapeño, Bubba J, and Sweet Daddy Dee for a live show.",English,United States,,https://m.media-amazon.com/images/M/MV5BMjI3ODQxOTYxMV5BMl5BanBnXkFtZTgwMzU5MDk3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",,7.9,"4,287",tt0806102,movie,,,,,76.0,4287.0,7.9
428,tm29269,Jodhaa Akbar,MOVIE,"Jodhaa Akbar is a sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal Emperor, Akbar and a Rajput princess, Jodhaa.",2008,PG-13,213,tt0449994,7.5,32188.0,Jodhaa Akbar,2008,Not Rated,15 Feb 2008,213 min,"Action, Drama, History",Ashutosh Gowariker,"Haidar Ali, Ashutosh Gowariker, K.P. Saxena","Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood","A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.","Hindi, Urdu",India,38 wins & 35 nominations total,https://m.media-amazon.com/images/M/MV5BNzg5YWI5YjMtMjhmNi00MDQxLTlmNWUtM2IzOWMzMDNhOTMzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,7.5,"35,826",tt0449994,movie,,"$3,440,718",,,213.0,35826.0,7.5
431,tm73058,Om Shanti Om,MOVIE,"Om, a junior film artist, is smitten by Shantipriya, a renowned actress, but is killed while trying to save her from a fire accident. Thirty years later, he is reborn and sets out to avenge her death.",2007,PG,162,tt1024943,6.7,42597.0,Om Shanti Om,2007,Not Rated,09 Nov 2007,162 min,"Action, Comedy, Drama",Farah Khan,"Farah Khan, Mushtaq Shiekh, Mayur Puri","Shah Rukh Khan, Deepika Padukone, Arjun Rampal","In the 1970s, Om, an aspiring actor, is murdered, but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti, the love of his previous life.","Hindi, Urdu",India,38 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BZTgyNWUxNjItYTgxNi00ZDMzLThiMGItYjVlMjQ4NzkzOThlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,6.8,"53,551",tt1024943,movie,,"$3,597,372",,,162.0,53551.0,6.8
434,tm48083,Te quiero,MOVIE,Jean and Sylvia left France with a stolen diamond to start a new life in South America. They land in Lima to live their passion. But the diamond is not easy to sell. They meet a French couple and hope to sell them the stolen diamond.,2001,,85,tt0217085,4.8,73.0,Te quiero,2001,,14 Feb 2001,85 min,Drama,Manuel Poirier,"Patrick Modiano, Manuel Poirier","Philippe Bas, Marine Delterme, Patricia Farfan Villena",Jean and Sylvia left France with a stolen diamond to start a new life in South America. They land in Lima to live their passion. But the diamond is not easy to sell. They meet a French couple and hope to sell them the stolen diamond.,"French, Spanish",France,,https://m.media-amazon.com/images/M/MV5BMTc3NTY1MjkyNF5BMl5BanBnXkFtZTcwMDg5MjEyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",,5.0,80,tt0217085,movie,,,,,85.0,80.0,5.0
435,tm33981,Bon Cop Bad Cop,MOVIE,"When the body of the executive of hockey Benoit Brisset is found on the billboard of the border of Quebec and Ontario, the jurisdiction of the crime is shared between the two police forces and detectives David Bouchard from Montreal and Martin Ward from Toronto are assigned to work together. With totally different styles, attitudes and languages.",2006,PG-13,116,tt0479647,6.5,61.0,Bon Cop Bad Cop,2006,R,11 Aug 2006,117 min,"Action, Comedy, Crime",Erik Canuel,"Leila Basen, Alex Epstein, Patrick Huard","Michel Beaudry, Patrice Bélanger, Pierre Boudreau","Two Canadian detectives, one from Ontario and the other from Quebec, must work together when a murdered victim is found on the Ontario-Quebec border.","English, French",Canada,7 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2NTkwMTcwM15BMl5BanBnXkFtZTcwNzIwNzE0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,6.7,"13,320",tt0479647,movie,,"$12,665,721",,,117.0,13320.0,6.7
436,tm80339,Naruto: Ninja Clash in the Land of Snow,MOVIE,"Naruto is thrilled when he is sent on a mission to protect his favorite actress, Yukie Fujikaze, on the set of her new movie, The Adventures of Princess Gale. But when the crew ventures out to film in the icy, foreboding Land of Snow, Yukie mysteriously flees! Naruto and his squad set off to find her... unaware that three Snow Ninja lie in wait, with a sinister purpose that will force Yukie to face her hidden past!",2004,PG-13,82,tt0476680,6.6,6759.0,Naruto the Movie: Ninja Clash in the Land of Snow,2004,TV-14,06 Jun 2007,82 min,"Animation, Action, Adventure",Tensai Okamura,"Masashi Kishimoto, Katsuyuki Sumizawa","Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama",Naruto and his team are hired to protect a young actress from three rogue warriors in the Land of the Snow.,Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BYzZiNmI3MWYtYzA4YS00YjE4LWFhMzQtYzQ3MTE2MTcyOGM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,6.6,"9,114",tt0476680,movie,,,,,82.0,9114.0,6.6
441,tm65142,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,"A re-telling of the Alabaster Arc from One Piece (TV). Luffy and his crew come to rescue a land in the midst of a civil war, due to a powerful devil fruit user.",2007,PG-13,90,tt1037116,6.9,1611.0,One Piece: Episode of Alabasta - The Desert Princess and the Pirates,2007,PG-13,03 Mar 2007,90 min,"Animation, Action, Adventure",Takahiro Imamura,"Eiichirô Oda, Hirohiko Uesaka","Mayumi Tanaka, Kazuya Nakai, Akemi Okamura","A re-telling of the Alabaster Arc from One Piece (TV). Luffy and his crew come to rescue a land in the midst of a civil war, due to a powerful devil fruit user.",Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BMTc2MGRkZTgtYmI2My00M2VjLTlmNTItYmJiNTY3ZmNkNTIyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,"2,609",tt1037116,movie,,"$6,587",,,90.0,2609.0,6.8
443,tm22342,Waist Deep,MOVIE,An ex-convict (Tyrese) gets tangled up with a gang after his car is hijacked with his son inside.,2006,R,97,tt0456020,5.8,9957.0,Waist Deep,2006,R,23 Jun 2006,97 min,"Action, Crime, Drama",Vondie Curtis-Hall,"Vondie Curtis-Hall, Darin Scott, Michael Mahern","Tyrese Gibson, Meagan Good, Larenz Tate",An ex-convict (Tyrese) gets tangled up with a gang after his car is hijacked with his son inside.,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BODQ3OTkxNTgyN15BMl5BanBnXkFtZTcwMjA0ODQzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37.0,5.8,"10,650",tt0456020,movie,,"$21,344,312",,,97.0,10650.0,5.8
445,tm41508,First Sunday,MOVIE,"Durell and LeeJohn are best friends and bumbling petty criminals. When told they have one week to pay a $17,000 debt or Durell will lose his son, they come up with a desperate scheme to rob their neighborhood church. Instead, they end up spending the night in the presence of the Lord and are forced to deal with much more than they bargained for.",2008,PG-13,96,tt0486578,4.5,10834.0,First Sunday,2008,PG-13,11 Jan 2008,96 min,"Comedy, Crime, Drama",David E. Talbert,David E. Talbert,"Ice Cube, Katt Williams, Tracy Morgan","Two bungling, petty criminal BFFs try to rob a church, but someone from staff beat them to it. They spend the night with the church staff to get the money.",English,United States,,https://m.media-amazon.com/images/M/MV5BMjE4MTYzMTMxMl5BMl5BanBnXkFtZTYwNzc0Nzc4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,4.6,"12,073",tt0486578,movie,,"$37,931,869",,,96.0,12073.0,4.6
448,tm170873,My Suicide,MOVIE,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes his surprising interactions with worried family members, interested classmates, unreliable medical experts and the hottest girl in school.",2009,R,107,tt0492896,7.0,1936.0,My Suicide,2009,Not Rated,23 Sep 2011,107 min,"Comedy, Drama",David Lee Miller,"Eric J. Adams, David Lee Miller, Jordan J. Miller","Gabriel Sunday, David Carradine, Mariel Hemingway",A teen coming-of-age romantic dramedy about a media-obsessed geek and the most beautiful and twisted girl in school.,English,United States,13 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BOTRjZDFmNDQtODg1Yy00ZmNlLTkzMTAtOGI0NWJiNTQwZWVkXkEyXkFqcGdeQXVyMjQxNjIyMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",,7.0,"2,273",tt0492896,movie,,"$17,282",,,107.0,2273.0,7.0
449,tm176297,Kyaa Kool Hai Hum,MOVIE,"When flatmates Karan and Rahul are unable to pay the rent, they are dramatically evicted. However, they sneak their way back in within hours as the building is being renovated.",2005,,172,tt0456500,6.1,3507.0,Kyaa Kool Hai Hum,2005,Unrated,06 May 2005,172 min,"Comedy, Mystery",Sangeeth Sivan,"Sachin Yardi, Pankaj Trivedi","Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar",Karan and Rahul are fashion designers and surives on food of others functions. But some twists and confusion changes their life.,Hindi,India,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjA4MzM3ODE5MF5BMl5BanBnXkFtZTgwMzI1MDA2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,"3,997",tt0456500,movie,,,,,172.0,3997.0,6.1
451,tm110923,Divine Intervention,MOVIE,"Santa Claus tries to outrun a gang of knife-wielding youth. It's one of several vignettes of Palestinian life in Israel - in a neighborhood in Nazareth and at Al-Ram checkpoint in East Jerusalem. Most of the stories are droll, some absurd, one is mythic and fanciful; few words are spoken. A man who goes through his mail methodically each morning has a heart attack. His son visits him in hospital. The son regularly meets a woman at Al-Ram; they sit in a car, hands caressing. Once, she defies Israeli guards at the checkpoint; later, Ninja-like, she takes on soldiers at a target range. A red balloon floats free overhead. Neighbors toss garbage over walls. Life goes on until it doesn't.",2002,,92,tt0274428,6.6,3598.0,Divine Intervention,2002,Not Rated,02 Oct 2002,92 min,"Drama, Romance, War",Elia Suleiman,Elia Suleiman,"Elia Suleiman, Manal Khader, George Ibrahim","Separated by a checkpoint, Palestinian lovers from Jerusalem and Ramallah arrange clandestine meetings.","Arabic, Hebrew, English","France, Morocco, Germany, Occupied Palestinian Territory",6 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTI0Mzc0MDQxN15BMl5BanBnXkFtZTcwMjc2ODkyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74.0,6.6,"3,994",tt0274428,movie,,"$421,343",,,92.0,3994.0,6.6
453,tm177687,Naruto: Legend of the Stone of Gelel,MOVIE,"Naruto, Shikamaru, and Sakura are executing their mission of delivering a lost pet to a certain village. However, right in the midst of things, troops led by the mysterious knight, Temujin, attack them. In the violent battle, the three become separated. Temujin challenges Naruto to a fight and at the end of the fierce battle, both fall together from a high cliff...",2005,PG-13,96,tt0791188,6.4,4297.0,Naruto the Movie 2: Legend of the Stone of Gelel,2005,TV-14,06 Aug 2005,97 min,"Animation, Adventure, Comedy",Hirotsugu Kawasaki,"Masashi Kishimoto, Hirotsugu Kawasaki, Yuka Miyata","Junko Takeuchi, Shôtarô Morikubo, Chie Nakamura","Naruto, Shikamaru and Sakura are on a mission to deliver a lost pet to a village when a mysterious knight appear to confront them.",Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BMDk5N2Y2ZGUtZGY5YS00YjgyLWEzOGItMjgwZWJjYmJiZmViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,"5,551",tt0791188,movie,,,,,97.0,5551.0,6.4
454,tm22989,Jim Gaffigan: Beyond the Pale,MOVIE,"The affable, towheaded comic demonstrates his hysterical brand of self-effacing comedy and deadpan delivery at two sold-out shows at Chicago's Vic Theater. It's OK to laugh at this pale white guy...'cause nobody's laughing at Jim Gaffigan harder than Jim Gaffigan!",2006,,72,tt0815456,7.9,3940.0,Jim Gaffigan: Beyond the Pale,2006,TV-14,15 Nov 2023,72 min,Comedy,Michael Drumm,Jim Gaffigan,"Jim Gaffigan, Jeannie Gaffigan","In this brand-new comedy performance, he's more hilarious than ever with his unique style of self-deprecating observations and catty audience commentary.",English,United States,,https://m.media-amazon.com/images/M/MV5BMTk3NjU2ODY5NF5BMl5BanBnXkFtZTgwNTEyODkwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",,7.8,"4,345",tt0815456,movie,,,,,72.0,4345.0,7.8
460,tm61056,Dil Chahta Hai,MOVIE,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",2001,G,183,tt0292490,8.1,71167.0,Dil Chahta Hai,2001,Not Rated,10 Aug 2001,183 min,"Comedy, Drama, Romance",Farhan Akhtar,"Kassim Jagmagia, Farhan Akhtar, Karan Vishwanath Kashyap","Aamir Khan, Saif Ali Khan, Akshaye Khanna","Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.","Hindi, English",India,28 wins & 40 nominations,https://m.media-amazon.com/images/M/MV5BYjY4NzgzNTQtZDhiNi00ZGJiLWIzMWQtNDg3YzkyNTdkZjAyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",,8.1,"76,921",tt0292490,movie,,,,,183.0,76921.0,8.1
463,tm81461,Whisky,MOVIE,"When his long-lost brother resurfaces, Jacobo, desperate to prove his life has added up to something, looks to scrounge up a wife. He turns to Marta, an employee at his sock factory, with whom he has a prickly relationship.",2004,,99,tt0331370,7.1,6249.0,Whisky,2004,,06 Aug 2004,94 min,"Comedy, Drama","Juan Pablo Rebella, Pablo Stoll","Pablo Stoll, Juan Pablo Rebella, Gonzalo Delgado","Andrés Pazos, Mirella Pascual, Jorge Bolani","When his long-lost brother resurfaces, Jacobo, desperate to prove his life has added up to something, looks to scrounge up a wife. He turns to Marta, an employee at his sock factory, with whom he has a prickly relationship.","Spanish, Portuguese, Italian","Uruguay, Argentina, Germany, Spain",23 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BODljYmUwNzItYjM2OS00MDdkLWEzNWMtNjdjZDYxYjZmZGZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,7.1,"6,781",tt0331370,movie,,,,,94.0,6781.0,7.1
473,tm30170,Don,MOVIE,"DCP DeSilva sees a way to bring to justice the feared head of a criminal empire by recruiting a man named Vijay, who looks exactly like the crime boss. The ruse works too well, and soon Vijay finds his life in danger when DeSilva, the only one who knows his true identity, dies.",2006,PG-13,178,tt0461936,7.1,36836.0,Don,2006,Not Rated,20 Oct 2006,171 min,"Action, Crime, Thriller",Farhan Akhtar,"Salim Khan, Javed Akhtar, Farhan Akhtar","Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal","Vijay is recruited by a police officer to masquerade as his lookalike Don, the leader of an international gang of smugglers. Things go wrong when the officer is killed and Vijay is left to fend for himself.",Hindi,India,3 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BYjBmOTg2NTgtZTc2Mi00ZWRhLTkzMWQtMDI0YThhZTcyMzYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,"42,882",tt0461936,movie,,"$2,223,961",,,171.0,42882.0,7.2
475,tm25029,Eternal Summer,MOVIE,Three high school students experience the perks and pitfalls of love in director Leste Chenâ€™s sensitive tale of friendship and yearning.,2006,,105,tt0885520,7.0,2630.0,Eternal Summer,2006,Not Rated,13 Oct 2006,95 min,"Drama, Romance",Leste Chen,"Leste Chen, Cheng-Ping Hsu, Chi-yao Wang","Hsiao-chuan Chang, Ray Chang, Kate Yeung",Inseparable childhood friends Shou-heng and Cheng-shing have their world thrown into chaos when a new girl comes to town and falls for Shou-heng. Director Leste Chen's sensitive tale of friendship and yearning.,Mandarin,Taiwan,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMDQ3ZGNlZjMtMjM1Yy00OTg3LThhNTItZTQxMDQ5OTJkYTNiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",,6.9,"3,325",tt0885520,movie,,,,,95.0,3325.0,6.9
478,tm83175,Welcome,MOVIE,"Dubai-based criminal don Uday takes it upon himself to try and get his sister Sanjana married - in vain, as no one wants to be associated with a crime family. Uday's associate Sagar Pandey finds a young man, Rajiv, who lives with his maternal uncle and aunt - Dr. and Mrs. Ghunghroo. Through extortion he compels Ghunghroo to accept this matrimonial alliance. But Rajiv has already fallen in love with young woman in South Africa. When the time comes to get Rajiv formally engaged to this woman, he finds out that Sanjana and she are the very same. With no escape from this predicament, the wedding is planned, with hilarious consequences.",2007,,160,tt0488798,6.9,21799.0,Welcome,2007,Not Rated,21 Dec 2007,150 min,"Comedy, Crime, Drama","Anees Bazmee, Mayur K. Barot","Anees Bazmee, Rajeev Kaul, Praful Parekh","Akshay Kumar, Katrina Kaif, Nana Patekar","A man falls in love with a beautiful woman, but later discovers that her brothers are gangsters.",Hindi,India,2 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BYzMwYmEzYTktY2M4YS00Y2I0LTk3ODMtYTY4NjU3YWJhMzM2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,"27,760",tt0488798,movie,,,,,150.0,27760.0,7.1
479,tm65839,Just Another Love Story,MOVIE,"Jonas is a Copenhagen homicide scene photographer, happily married, with two kids. One day, his car stalls, another car slams into him, runs head on into a third car and flips into the ditch. The other driver, Julia, is critically injured. He visits her in the hospital and is greeted by her family, who assumes he must be the Sebastian she told them about, the new fiance she met in Vietnam.",2007,,100,tt1024942,7.2,4849.0,Just Another Love Story,2007,Not Rated,24 Aug 2007,100 min,"Crime, Drama, Thriller",Ole Bornedal,Ole Bornedal,"Anders W. Berthelsen, Rebecka Hemse, Nikolaj Lie Kaas","Life in the suburbs as a father of two has worn down Jonas. When a victim of a car crash mistakes him for her boyfriend Sebastian, things take a very dramatic turn as the line between truth and deception is erased.",Danish,Denmark,5 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BYzk0Yzk3ZmYtYWJiZi00Yzc1LWE4ZDMtYWU5YzNkMDUzZTMyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,7.1,"5,028",tt1024942,movie,,"$45,835",,,100.0,5028.0,7.1
480,tm89936,Arahan,MOVIE,"Sang-hwan became a cop in order to help the downtrodden, but he doesn't get much respect. All that changes when he meets the Seven Masters.",2004,,114,tt0404777,6.6,3813.0,Arahan,2004,Not Rated,30 Apr 2004,114 min,"Action, Comedy, Fantasy",Ryoo Seung-wan,"Ji-hie Eun, Lee Hae-young, Ryoo Seung-wan","Ryu Seung-beom, Yoon So-yi, Ahn Sung-ki","As a dorky cop falls in with five Tao masters who admire his c'hi, an ancient foe comes looking for them all.",Korean,South Korea,3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMjQxNjA1MTk4NV5BMl5BanBnXkFtZTgwNjYyMTQ2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"4,056",tt0404777,movie,,,,,114.0,4056.0,6.5
481,tm22540,Phir Hera Pheri,MOVIE,"Babu Rao, Raju and Shyam, are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money - and so, with a don as an unknowing investor, Raju initiates a new game.",2006,,155,tt0419058,7.1,22505.0,Phir Hera Pheri,2006,,09 Jun 2006,153 min,"Comedy, Crime",Neeraj Vora,Neeraj Vora,"Akshay Kumar, Suniel Shetty, Paresh Rawal","A twist of fate changes the lives of Raju, Shyam and Baburao when they get cheated by a fraudster. They must now find a way to repay a loan taken from a dreaded gangster.",Hindi,India,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTNkZTExMWYtMGZjMy00NGUwLWJmMWEtOThjYmZjY2Q0N2M5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",,7.3,"29,070",tt0419058,movie,,,,,153.0,29070.0,7.3
483,tm32885,Rang De Basanti,MOVIE,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",2006,PG-13,157,tt0460895,8.1,118092.0,#DUPE#,2006,,,,,,,,,,,,,[],,,,tt0405508,movie,,,,,,,
